model,model_id,case_id,category,variant_id,kind,seed,image_path,image_sha256,all_correct,atom_accuracy,semantic_state,atom_keys,atom_results,predictions,censored,black_image,alternate_correct,exclusive_control,elapsed_seconds,peak_allocated_bytes,audit_id
sdxl,stabilityai/stable-diffusion-xl-base-1.0,main_spatial_011,spatial,p0,equivalent,71,images/sdxl/main_spatial_011/p0/seed_71.png,b91e18607406c319c624fd455a9323dddb27a42abe233e0da7de204ea884625c,1,1.0,111,"[""count:clock=1"", ""count:cat=1"", ""relation:clock:above:cat""]","{""count:cat=1"": true, ""count:clock=1"": true, ""relation:clock:above:cat"": true}","{""colors"": {}, ""detections"": {""cat"": [{""box"": [271.32000732421875, 206.85000610351562, 510.5299987792969, 468.9200134277344], ""score"": 0.7711530923843384}], ""clock"": [{""box"": [151.6300048828125, 13.729999542236328, 340.0299987792969, 193.75999450683594], ""score"": 0.760627806186676}]}, ""relations"": {""relation:clock:above:cat"": {""dx"": -0.2833886742591858, ""dy"": -0.4573047123849392}}}",0,0,0.0,1,1.6429030038416386,8061097472,item_00777
pixart_sigma,PixArt-alpha/PixArt-Sigma-XL-2-512-MS,main_existence_013,existence,p3,equivalent,131,images/pixart_sigma/main_existence_013/p3/seed_131.png,5f767263e90293ddf8a623dea78b40f02ec3e7301678695e185a6fb112c67325,1,1.0,11,"[""exists:dog"", ""exists:banana""]","{""exists:banana"": true, ""exists:dog"": true}","{""colors"": {}, ""detections"": {""banana"": [{""box"": [174.47000122070312, 0.8199999928474426, 320.30999755859375, 79.76000213623047], ""score"": 0.46594488620758057}, {""box"": [231.13999938964844, 0.550000011920929, 266.2900085449219, 20.25], ""score"": 0.34351101517677307}, {""box"": [174.24000549316406, 47.0099983215332, 201.16000366210938, 80.30999755859375], ""score"": 0.3415755033493042}, {""box"": [220.02999877929688, 18.549999237060547, 278.2900085449219, 76.52999877929688], ""score"": 0.25368401408195496}, {""box"": [181.16000366210938, 17.469999313354492, 203.8699951171875, 44.2400016784668], ""score"": 0.25110000371932983}, {""box"": [312.260009765625, 35.11000061035156, 324.3999938964844, 60.18000030517578], ""score"": 0.15310794115066528}, {""box"": [197.32000732421875, 8.329999923706055, 240.63999938964844, 34.310001373291016], ""score"": 0.13864775002002716}], ""dog"": [{""box"": [271.6099853515625, 236.10000610351562, 495.32000732421875, 512.4299926757812], ""score"": 0.6665244102478027}]}, ""relations"": {}}",0,0,,0,0.8751777019351721,13622855168,item_00778
sdxl,stabilityai/stable-diffusion-xl-base-1.0,main_count_020,count,p1,equivalent,47,images/sdxl/main_count_020/p1/seed_47.png,07571900b9a96f26d48bf0fd65e3d462c18c21715454ea1a894a800b54812482,0,0.0,0,"[""count:ball=3""]","{""count:ball=3"": false}","{""colors"": {}, ""detections"": {""ball"": [{""box"": [318.8299865722656, 234.16000366210938, 389.7200012207031, 315.5299987792969], ""score"": 0.4928872585296631}, {""box"": [322.1199951171875, 197.6999969482422, 382.9100036621094, 250.80999755859375], ""score"": 0.4541544020175934}, {""box"": [129.8699951171875, 203.25, 193.25, 267.3500061035156], ""score"": 0.4444221258163452}, {""box"": [276.4100036621094, 172.08999633789062, 343.32000732421875, 240.60000610351562], ""score"": 0.44174647331237793}, {""box"": [247.5800018310547, 227.67999267578125, 327.19000244140625, 312.760009765625], ""score"": 0.40966618061065674}, {""box"": [209.49000549316406, 176.08999633789062, 279.3500061035156, 246.42999267578125], ""score"": 0.4034119248390198}, {""box"": [171.47000122070312, 234.85000610351562, 252.44000244140625, 313.04998779296875], ""score"": 0.34962305426597595}, {""box"": [144.80999755859375, 262.489990234375, 187.10000610351562, 316.4800109863281], ""score"": 0.27396857738494873}, {""box"": [355.7099914550781, 275.5, 390.4100036621094, 318.489990234375], ""score"": 0.23914344608783722}, {""box"": [276.2099914550781, 194.5800018310547, 289.0, 225.2100067138672], ""score"": 0.23777934908866882}, {""box"": [131.0, 172.25999450683594, 391.510009765625, 320.7200012207031], ""score"": 0.16935506463050842}, {""box"": [193.97999572753906, 232.14999389648438, 246.8300018310547, 259.0], ""score"": 0.12527643144130707}]}, ""relations"": {}}",0,0,,1,1.5131049170158803,8061359616,item_00779
sdxl,stabilityai/stable-diffusion-xl-base-1.0,main_color_binding_003,color_binding,p1,equivalent,131,images/sdxl/main_color_binding_003/p1/seed_131.png,54e20a652ef5932e01b698c567b1f0c55a5f197822830e1f7d3d221f00952dc9,0,0.0,0000,"[""count:banana=1"", ""count:bottle=1"", ""color:banana=yellow"", ""color:bottle=purple""]","{""color:banana=yellow"": false, ""color:bottle=purple"": false, ""count:banana=1"": false, ""count:bottle=1"": false}","{""colors"": {""banana"": {""confidence"": 0.0, ""label"": null, ""margin"": 0.0}, ""bottle"": {""confidence"": 0.0, ""label"": null, ""margin"": 0.0}}, ""detections"": {""banana"": [], ""bottle"": []}, ""relations"": {}}",0,0,,1,1.5025389199145138,8061883904,item_00780
sdxl,stabilityai/stable-diffusion-xl-base-1.0,main_count_016,count,p1,equivalent,211,images/sdxl/main_count_016/p1/seed_211.png,e6161d76f2dd9cbcfaf5c0a4be5e669d917136ef7ef419461af55e42e25f525c,1,1.0,1,"[""count:car=4""]","{""count:car=4"": true}","{""colors"": {}, ""detections"": {""car"": [{""box"": [147.55999755859375, 348.9700012207031, 429.5, 442.5299987792969], ""score"": 0.36612093448638916}, {""box"": [147.24000549316406, 242.4499969482422, 425.17999267578125, 336.739990234375], ""score"": 0.3572019040584564}, {""box"": [135.91000366210938, 110.05000305175781, 411.6600036621094, 228.8000030517578], ""score"": 0.34361037611961365}, {""box"": [116.44999694824219, 13.729999542236328, 265.2699890136719, 69.44999694824219], ""score"": 0.32547956705093384}]}, ""relations"": {}}",0,0,,1,1.5022106883116066,8060573184,item_00781
sd15,stable-diffusion-v1-5/stable-diffusion-v1-5,main_count_016,count,p0,equivalent,11,images/sd15/main_count_016/p0/seed_11.png,46ed040ae0438b0cbe92a868e6d1b4c909d41b8026732c37bfdcabf09287086a,0,0.0,0,"[""count:car=4""]","{""count:car=4"": false}","{""colors"": {}, ""detections"": {""car"": [{""box"": [116.06999969482422, 409.010009765625, 177.94000244140625, 460.29998779296875], ""score"": 0.4006996154785156}, {""box"": [230.3000030517578, 299.6099853515625, 300.75, 357.0899963378906], ""score"": 0.39976784586906433}, {""box"": [181.91000366210938, 344.760009765625, 245.77000427246094, 401.3599853515625], ""score"": 0.3964969515800476}, {""box"": [318.05999755859375, 238.0399932861328, 382.2699890136719, 292.3599853515625], ""score"": 0.3961465656757355}, {""box"": [34.459999084472656, 356.1600036621094, 96.61000061035156, 412.8999938964844], ""score"": 0.393105685710907}, {""box"": [150.72999572753906, 165.1699981689453, 213.49000549316406, 215.38999938964844], ""score"": 0.38947704434394836}, {""box"": [424.9100036621094, 47.70000076293945, 467.6600036621094, 88.33999633789062], ""score"": 0.38707560300827026}, {""box"": [193.8000030517578, 140.89999389648438, 257.5899963378906, 190.9199981689453], ""score"": 0.38496261835098267}, {""box"": [128.22000122070312, 275.1099853515625, 191.19000244140625, 327.8599853515625], ""score"": 0.3839800953865051}, {""box"": [275.55999755859375, 98.80999755859375, 327.2099914550781, 144.14999389648438], ""score"": 0.38242149353027344}, {""box"": [443.2300109863281, 112.55000305175781, 486.8900146484375, 165.52999877929688], ""score"": 0.38035693764686584}, {""box"": [392.9700012207031, 200.0500030517578, 442.3399963378906, 244.4199981689453], ""score"": 0.3740527927875519}, {""box"": [210.72000122070312, 213.25999450683594, 277.239990234375, 269.9800109863281], ""score"": 0.37358587980270386}, {""box"": [357.2699890136719, 67.58999633789062, 403.8900146484375, 107.5199966430664], ""score"": 0.37288886308670044}, {""box"": [451.3999938964844, 185.89999389648438, 493.7099914550781, 234.9600067138672], ""score"": 0.36839550733566284}, {""box"": [272.25, 169.47000122070312, 334.8599853515625, 222.3000030517578], ""score"": 0.36590060591697693}, {""box"": [369.1000061035156, 138.7100067138672, 417.8900146484375, 188.8800048828125], ""score"": 0.3634844124317169}, {""box"": [248.02000427246094, 184.88999938964844, 316.0899963378906, 243.38999938964844], ""score"": 0.362458199262619}, {""box"": [398.8500061035156, 125.63999938964844, 446.6199951171875, 178.1699981689453], ""score"": 0.34923726320266724}, {""box"": [487.44000244140625, 109.37000274658203, 512.1099853515625, 156.6199951171875], ""score"": 0.26917460560798645}, {""box"": [146.8699951171875, 52.88999938964844, 506.25, 302.45001220703125], ""score"": 0.11365396529436111}, {""box"": [151.69000244140625, 133.5800018310547, 345.8599853515625, 274.5], ""score"": 0.1008409634232521}]}, ""relations"": {}}",0,0,0.0,1,0.8205684758722782,3439791104,item_00782
sdxl,stabilityai/stable-diffusion-xl-base-1.0,main_existence_002,existence,p0,equivalent,211,images/sdxl/main_existence_002/p0/seed_211.png,7be4996cabd89995326f9758162e22c6eaf702d67681b1094e8f3d13d8ce0095,1,1.0,11,"[""exists:apple"", ""exists:banana""]","{""exists:apple"": true, ""exists:banana"": true}","{""colors"": {}, ""detections"": {""apple"": [{""box"": [43.65999984741211, 7.900000095367432, 474.9200134277344, 508.8999938964844], ""score"": 0.2849881947040558}, {""box"": [60.66999816894531, 206.1699981689453, 299.5199890136719, 496.1600036621094], ""score"": 0.1140500083565712}], ""banana"": [{""box"": [234.1999969482422, 28.40999984741211, 415.8800048828125, 436.6600036621094], ""score"": 0.3788183331489563}, {""box"": [115.4000015258789, 210.66000366210938, 301.8399963378906, 488.92999267578125], ""score"": 0.35404172539711}, {""box"": [346.7799987792969, 39.790000915527344, 459.8999938964844, 348.6499938964844], ""score"": 0.11061771959066391}]}, ""relations"": {}}",0,0,,0,1.504794037900865,8061359616,item_00783
sdxl,stabilityai/stable-diffusion-xl-base-1.0,main_color_binding_000,color_binding,p0,equivalent,47,images/sdxl/main_color_binding_000/p0/seed_47.png,37051d7d6cb1256b56bd1a5ab58a09f5b6ecd4762f5b8c4d65f3af261f438b6f,0,0.0,0000,"[""count:cat=1"", ""count:dog=1"", ""color:cat=red"", ""color:dog=green""]","{""color:cat=red"": false, ""color:dog=green"": false, ""count:cat=1"": false, ""count:dog=1"": false}","{""colors"": {""cat"": {""confidence"": 0.6713667511940002, ""label"": ""white"", ""margin"": 0.5653887987136841}, ""dog"": {""confidence"": 0.0, ""label"": null, ""margin"": 0.0}}, ""detections"": {""cat"": [{""box"": [270.7799987792969, 123.5, 461.9200134277344, 512.0599975585938], ""score"": 0.7125808000564575}, {""box"": [14.0600004196167, 125.02999877929688, 346.0899963378906, 504.7099914550781], ""score"": 0.7059281468391418}], ""dog"": []}, ""relations"": {}}",0,0,0.0,1,1.509090354666114,8061097472,item_00784
sdxl,stabilityai/stable-diffusion-xl-base-1.0,main_existence_002,existence,p1,equivalent,131,images/sdxl/main_existence_002/p1/seed_131.png,9bc4c531b3dc012ccf2724800d83bbb87f8835dceb2a6ba3e48cd8de57be6cee,1,1.0,11,"[""exists:apple"", ""exists:banana""]","{""exists:apple"": true, ""exists:banana"": true}","{""colors"": {}, ""detections"": {""apple"": [{""box"": [209.75999450683594, 307.7699890136719, 349.3500061035156, 454.07000732421875], ""score"": 0.7533266544342041}, {""box"": [210.0399932861328, 432.239990234375, 350.1000061035156, 510.2099914550781], ""score"": 0.31654027104377747}, {""box"": [72.88999938964844, 420.1000061035156, 216.07000732421875, 511.8900146484375], ""score"": 0.13460677862167358}], ""banana"": [{""box"": [56.38999938964844, 151.44000244140625, 418.9599914550781, 390.82000732421875], ""score"": 0.828923225402832}, {""box"": [60.97999954223633, 317.57000732421875, 221.83999633789062, 387.17999267578125], ""score"": 0.27601927518844604}]}, ""relations"": {}}",0,0,,0,1.5096084047108889,8061359616,item_00785
sd15,stable-diffusion-v1-5/stable-diffusion-v1-5,main_existence_023,existence,p1,equivalent,211,images/sd15/main_existence_023/p1/seed_211.png,92fa8ad03283671137b6a630f374d9ad820266a8b4ee6b495b1f8c13d381c10b,1,1.0,11,"[""exists:clock"", ""exists:dog""]","{""exists:clock"": true, ""exists:dog"": true}","{""colors"": {}, ""detections"": {""clock"": [{""box"": [268.9700012207031, 129.1699981689453, 510.45001220703125, 389.260009765625], ""score"": 0.7000787854194641}], ""dog"": [{""box"": [303.25, 165.00999450683594, 452.6600036621094, 306.6300048828125], ""score"": 0.5848873853683472}]}, ""relations"": {}}",0,0,,0,0.8194840610958636,3439791104,item_00786
sdxl,stabilityai/stable-diffusion-xl-base-1.0,main_existence_011,existence,p0,equivalent,131,images/sdxl/main_existence_011/p0/seed_131.png,5932f2e3bf0ca8719844227b381be3004a695050b6d013bdd9da906fb8e643e9,0,0.5,01,"[""exists:clock"", ""exists:cat""]","{""exists:cat"": true, ""exists:clock"": false}","{""colors"": {}, ""detections"": {""cat"": [{""box"": [6.349999904632568, 109.8499984741211, 107.52999877929688, 295.010009765625], ""score"": 0.4964151680469513}, {""box"": [116.68000030517578, 112.43000030517578, 218.3000030517578, 293.2099914550781], ""score"": 0.4958857595920563}, {""box"": [249.60000610351562, 111.56999969482422, 344.9200134277344, 294.5400085449219], ""score"": 0.4766140282154083}, {""box"": [-0.38999998569488525, 299.5299987792969, 170.8699951171875, 514.030029296875], ""score"": 0.40511900186538696}, {""box"": [267.2200012207031, 297.29998779296875, 426.6600036621094, 513.4400024414062], ""score"": 0.37698978185653687}, {""box"": [68.0, 305.489990234375, 145.4499969482422, 418.6499938964844], ""score"": 0.14270713925361633}, {""box"": [1.8700000047683716, 107.48999786376953, 349.2200012207031, 295.9100036621094], ""score"": 0.12695488333702087}], ""clock"": []}, ""relations"": {}}",0,0,,0,1.5197172001935542,8060573184,item_00787
sd15,stable-diffusion-v1-5/stable-diffusion-v1-5,main_color_binding_000,color_binding,p1,equivalent,101,images/sd15/main_color_binding_000/p1/seed_101.png,dde4bd0d0dedb29a8e29214c2ea7b9efe7c8e725c9b3e0f4538470d45fe7e418,0,0.0,0000,"[""count:cat=1"", ""count:dog=1"", ""color:cat=red"", ""color:dog=green""]","{""color:cat=red"": false, ""color:dog=green"": false, ""count:cat=1"": false, ""count:dog=1"": false}","{""colors"": {""cat"": {""confidence"": 0.0, ""label"": null, ""margin"": 0.0}, ""dog"": {""confidence"": 0.6227241158485413, ""label"": ""black"", ""margin"": 0.3735645115375519}}, ""detections"": {""cat"": [], ""dog"": [{""box"": [5.489999771118164, 300.1099853515625, 63.40999984741211, 392.9700012207031], ""score"": 0.5127124190330505}, {""box"": [37.90999984741211, 244.52999877929688, 240.52000427246094, 463.2900085449219], ""score"": 0.4613993763923645}, {""box"": [360.010009765625, 260.2200012207031, 508.30999755859375, 459.6600036621094], ""score"": 0.4331279397010803}, {""box"": [220.42999267578125, 308.2300109863281, 356.1400146484375, 467.8599853515625], ""score"": 0.42416560649871826}, {""box"": [302.55999755859375, 358.54998779296875, 374.82000732421875, 451.8999938964844], ""score"": 0.24295681715011597}, {""box"": [219.41000366210938, 389.3500061035156, 269.8299865722656, 456.07000732421875], ""score"": 0.1687171310186386}, {""box"": [452.9599914550781, 194.3300018310547, 511.989990234375, 443.260009765625], ""score"": 0.14714127779006958}]}, ""relations"": {}}",0,0,,1,0.8705963138490915,3439791104,item_00788
pixart_sigma,PixArt-alpha/PixArt-Sigma-XL-2-512-MS,main_count_020,count,p0,equivalent,47,images/pixart_sigma/main_count_020/p0/seed_47.png,723741ed190bb698200ca7db06dc4dcbc87f9342b663f6ed011fa616c153dd9c,0,0.0,0,"[""count:ball=3""]","{""count:ball=3"": false}","{""colors"": {}, ""detections"": {""ball"": [{""box"": [43.720001220703125, 241.3699951171875, 187.36000061035156, 383.1300048828125], ""score"": 0.7054264545440674}, {""box"": [259.54998779296875, 170.58999633789062, 379.8399963378906, 289.17999267578125], ""score"": 0.6753329634666443}, {""box"": [333.4200134277344, 226.32000732421875, 477.1199951171875, 377.1499938964844], ""score"": 0.6678581833839417}, {""box"": [190.2899932861328, 245.61000061035156, 335.0899963378906, 395.4200134277344], ""score"": 0.6602063179016113}, {""box"": [139.5500030517578, 170.8699951171875, 260.6400146484375, 292.04998779296875], ""score"": 0.6272419095039368}, {""box"": [45.130001068115234, 166.32000732421875, 478.54998779296875, 399.5899963378906], ""score"": 0.20313528180122375}, {""box"": [219.83999633789062, 212.75, 259.8699951171875, 258.3599853515625], ""score"": 0.10301588475704193}]}, ""relations"": {}}",0,0,0.0,1,0.8583448380231857,13622855168,item_00789
pixart_sigma,PixArt-alpha/PixArt-Sigma-XL-2-512-MS,main_color_binding_003,color_binding,p2,equivalent,173,images/pixart_sigma/main_color_binding_003/p2/seed_173.png,e1052ac1dd34998d89f1a50f3edd4a33a1c82199224ea8377ea053f3bec5fbd8,0,0.75,1101,"[""count:banana=1"", ""count:bottle=1"", ""color:banana=yellow"", ""color:bottle=purple""]","{""color:banana=yellow"": false, ""color:bottle=purple"": true, ""count:banana=1"": true, ""count:bottle=1"": true}","{""colors"": {""banana"": {""confidence"": 0.3132075369358063, ""label"": ""purple"", ""margin"": 0.11822445690631866}, ""bottle"": {""confidence"": 0.9043254852294922, ""label"": ""purple"", ""margin"": 0.8566133379936218}}, ""detections"": {""banana"": [{""box"": [73.87000274658203, 244.85000610351562, 272.3500061035156, 478.44000244140625], ""score"": 0.8531495332717896}], ""bottle"": [{""box"": [238.60000610351562, 75.51000213623047, 337.5799865722656, 469.6400146484375], ""score"": 0.6130298376083374}]}, ""relations"": {}}",0,0,,1,0.8783657141029835,13622855168,item_00790
pixart_sigma,PixArt-alpha/PixArt-Sigma-XL-2-512-MS,main_color_binding_000,color_binding,p0,equivalent,11,images/pixart_sigma/main_color_binding_000/p0/seed_11.png,a86923c03568c998beec65ee301220b7718b024fc8382d630064df9c9eed847a,1,1.0,1111,"[""count:cat=1"", ""count:dog=1"", ""color:cat=red"", ""color:dog=green""]","{""color:cat=red"": true, ""color:dog=green"": true, ""count:cat=1"": true, ""count:dog=1"": true}","{""colors"": {""cat"": {""confidence"": 0.9805132746696472, ""label"": ""red"", ""margin"": 0.9663305878639221}, ""dog"": {""confidence"": 0.9902201890945435, ""label"": ""green"", ""margin"": 0.9878042340278625}}, ""detections"": {""cat"": [{""box"": [7.78000020980835, 168.9600067138672, 216.50999450683594, 457.3999938964844], ""score"": 0.7187106609344482}], ""dog"": [{""box"": [240.32000732421875, 33.91999816894531, 508.1499938964844, 462.7799987792969], ""score"": 0.6561817526817322}]}, ""relations"": {}}",0,0,0.0,1,0.8715700497850776,13622855168,item_00791
